FlowID,bytes,pkts,beginTime,endTime,SYN,SYNACK,FIN,dur,rate,RTT
133.239.237.8-68.142.205.210-80-44285,2183213,1475,1403182848081772,1403182848242224,0,1,1,0.160452,108853139.88,0.0
62.91.176.214-114.241.0.145-80-48138,2183277,1471,1403182855478536,1403182855795359,0,1,1,0.316823,55129255.1361,0.0
133.239.237.55-53.62.76.27-80-47740,2183210,1475,1403182822824214,1403182824271112,0,1,1,1.446898,12071120.4245,0.0
133.239.237.120-68.142.205.207-80-60844,2183201,1477,1403182852323029,1403182852464011,0,1,1,0.140982,123885375.438,0.0
47.117.158.57-52.177.97.26-80-38198,2183263,1470,1403182856877896,1403182858461953,0,1,1,1.584057,11026184.0325,0.0
186.227.112.217-68.142.205.242-80-50866,2183251,1469,1403182851126859,1403182851266403,0,1,1,0.139544,125164879.895,0.0
186.227.112.217-68.142.205.242-80-50292,2183251,1469,1403182804355695,1403182804586164,0,1,1,0.230469,75784630.4709,0.0
133.239.237.44-114.241.1.31-80-33296,2183235,1474,1403182856271730,1403182856482775,0,1,1,0.211045,82759032.4338,0.0
133.239.237.70-90.21.105.134-80-61621,2183169,1470,1403182832867529,1403182834405858,0,1,1,1.538329,11353456.9003,0.0
47.117.158.85-52.177.97.55-80-53361,2183227,1470,1403182855154366,1403182856694273,0,1,1,1.539907,11342123.9075,0.0
47.117.158.76-52.177.97.55-80-37168,2183225,1470,1403182845229551,1403182846780936,0,1,1,1.551385,11258198.3196,0.0
47.117.171.54-52.177.97.26-80-56512,2183224,1470,1403182822263025,1403182823857807,0,1,1,1.594782,10951836.6774,0.0
47.117.158.141-52.177.97.26-80-37885,2183224,1470,1403182857987942,1403182859916827,0,1,1,1.928885,9054864.33872,0.0
133.239.237.69-52.177.97.54-80-40851,2183218,1470,1403182834232366,1403182835709276,0,1,1,1.47691,11825868.8749,0.0
47.117.171.32-52.177.97.51-80-46518,2183209,1469,1403182810318893,1403182812067585,0,1,1,1.748692,9987849.20386,0.0
133.239.237.123-51.194.8.207-80-55136,2183204,1474,1403182804694437,1403182804850592,0,1,1,0.156155,111848048.413,0.0
133.239.237.70-90.21.105.134-80-61664,2183169,1469,1403182849842556,1403182851582855,0,1,1,1.740299,10035834.0722,0.0
133.239.237.70-90.21.105.134-80-61559,2183169,1469,1403182806588076,1403182808401041,0,1,1,1.812965,9633584.76308,0.0
62.91.176.246-114.241.0.95-80-37897,2183153,1473,1403182838597111,1403182838767247,0,1,1,0.170136,102654488.174,0.0
133.239.237.122-90.21.19.125-80-38903,2183151,1474,1403182852760858,1403182852934565,0,1,1,0.173707,100544065.582,0.0
133.239.237.86-232.228.75.147-80-45552,2183056,1468,1403182841055156,1403182841373411,0,1,1,0.318255,54875643.7448,0.0
62.91.176.200-156.106.81.220-80-43110,2183116,1471,1403182856765080,1403182858848887,0,1,1,2.083807,8381259.87675,0.0
47.117.171.36-52.177.97.19-80-33011,2183114,1471,1403182816332600,1403182817899074,0,1,1,1.566474,11149187.283,0.0
133.239.237.79-52.42.244.146-80-56047,2183047,1472,1403182824239545,1403182825891330,0,1,1,1.651785,10573032.2046,0.0
133.239.237.71-232.228.75.159-80-49614,2183107,1468,1403182814311643,1403182814654135,0,1,1,0.342492,50993471.3804,0.0
47.117.158.143-52.177.97.17-80-46639,2183100,1470,1403182847478604,1403182849223412,0,1,1,1.744808,10009582.7163,0.0
62.91.176.221-52.51.161.99-80-63904,2183031,1472,1403182852705013,1403182854237948,0,1,1,1.532935,11392686.5784,0.0
133.239.237.122-90.21.19.125-80-38934,2183094,1473,1403182857653830,1403182857832831,0,1,1,0.179001,97567901.8553,0.0
133.239.237.4-232.228.75.144-80-56506,2183094,1467,1403182804694443,1403182804978878,0,1,1,0.284435,61401557.4736,0.0
62.91.176.230-156.106.81.236-80-48945,2183030,1472,1403182855530431,1403182857505829,0,1,1,1.975398,8840871.56107,0.0
47.117.171.52-52.177.97.26-80-61009,2183003,1470,1403182851732132,1403182853242918,0,1,1,1.510786,11559561.7116,0.0
62.91.176.229-53.62.76.27-80-62897,2183058,1471,1403182801877236,1403182803308042,0,1,1,1.430806,12206032.1246,0.0
47.117.171.52-52.177.97.26-80-57827,2183058,1470,1403182828840965,1403182830410890,0,1,1,1.569925,11124393.8405,0.0
47.117.171.54-52.177.97.26-80-54148,2183057,1467,1403182804287194,1403182806010447,0,1,1,1.723253,10134586.1577,0.0
133.239.237.58-232.228.75.159-80-60312,2183051,1467,1403182843670616,1403182843955818,0,1,1,0.285202,61235222.7544,0.0
133.239.237.79-52.42.244.146-80-56291,2183047,1471,1403182857638151,1403182859353154,0,1,1,1.715003,10183291.8077,0.0
133.239.237.27-49.78.78.63-80-38595,2183039,1466,1403182807189555,1403182807421026,0,1,1,0.231471,75449244.1818,0.0
62.91.176.221-52.51.161.99-80-64021,2182975,1471,1403182856393947,1403182857907352,0,1,1,1.513405,11539409.4773,0.0
133.239.237.4-232.228.75.144-80-56463,2183038,1466,1403182801305825,1403182801585715,0,1,1,0.27989,62397027.4036,0.0
133.239.237.86-35.81.105.103-80-54147,2183038,1471,1403182801162019,1403182802269694,0,1,1,1.107675,15766631.9092,0.0
133.239.237.10-68.142.205.210-80-62353,2183035,1471,1403182815163715,1403182815369697,0,1,1,0.205982,84785466.6913,0.0
133.239.237.86-232.228.75.147-80-46189,2182944,1466,1403182859092896,1403182859363471,0,1,1,0.270575,64542370.8768,0.0
133.239.237.77-232.228.75.147-80-35671,2183005,1467,1403182818858584,1403182819140275,0,1,1,0.281691,61997152.9087,0.0
133.239.237.118-47.122.24.18-80-41334,2182930,1470,1403182806802437,1403182807349667,0,1,1,0.54723,31912431.7015,0.0
62.91.176.213-189.56.168.89-80-47003,2182988,1470,1403182834866034,1403182835277213,0,1,1,0.411179,42472752.7427,0.0
133.239.237.8-47.122.24.29-80-41492,2182986,1470,1403182847432063,1403182847953475,0,1,1,0.521412,33493452.3947,0.0
133.239.237.8-47.122.24.29-80-40985,2182985,1470,1403182829623645,1403182830132094,0,1,1,0.508449,34347358.3388,0.0
62.91.176.192-232.228.75.159-80-61467,2182983,1465,1403182834059913,1403182834345510,0,1,1,0.285597,61148625.5108,0.0
62.91.176.213-189.56.168.89-80-49986,2182932,1469,1403182851760078,1403182852139816,0,1,1,0.379738,45988170.7914,0.0
133.239.237.10-68.142.205.210-80-61865,2182867,1469,1403182811125392,1403182811335919,0,1,1,0.210527,82948676.4168,0.0
133.239.237.8-47.122.24.29-80-41237,2182930,1469,1403182838300223,1403182838844694,0,1,1,0.544471,32074141.6898,0.0
133.239.237.8-47.122.24.29-80-41382,2182929,1469,1403182842900172,1403182843418966,0,1,1,0.518794,33661592.077,0.0
47.117.171.32-114.241.0.47-80-58084,2182852,1471,1403182855260977,1403182855474296,0,1,1,0.213319,81862450.1334,0.0
133.239.237.121-232.228.72.88-80-50959,2182884,1468,1403182856575457,1403182856901408,0,1,1,0.325951,53575758.3195,0.0
133.239.237.88-232.228.72.77-80-39918,2182867,1468,1403182801258281,1403182801582811,0,1,1,0.32453,53809928.2039,0.0
133.239.237.38-232.228.72.71-80-53371,2182862,1468,1403182856964978,1403182857308645,0,1,1,0.343667,50813421.1315,0.0
186.227.112.217-68.142.205.242-80-50541,2182859,1462,1403182820325918,1403182820501087,0,1,1,0.175169,99691566.4301,0.0
186.227.112.217-68.142.205.242-80-50879,2182859,1462,1403182852510610,1403182852701403,0,1,1,0.190793,91527844.3129,0.0
186.227.112.217-68.142.205.242-80-50734,2182859,1462,1403182837246210,1403182837439838,0,1,1,0.193628,90187741.4424,0.0
133.239.237.89-90.21.19.97-80-51879,2182820,1462,1403182839244879,1403182839399461,0,1,1,0.154582,112966322.081,0.0
133.239.237.89-90.21.19.97-80-51725,2182820,1462,1403182808821992,1403182808986265,0,1,1,0.164273,106302070.334,0.0
62.91.176.213-189.56.168.89-80-43666,2182820,1467,1403182816178952,1403182816567287,0,1,1,0.388335,44967772.6705,0.0
62.91.176.223-232.228.72.70-80-60029,2182804,1467,1403182840007382,1403182840287041,0,1,1,0.279659,62441873.8535,0.0
133.239.237.37-114.241.0.156-80-45690,2182773,1462,1403182853889852,1403182854110396,0,1,1,0.220544,79177778.5839,0.0
133.239.237.6-189.56.168.89-80-47304,2182773,1466,1403182814087481,1403182814483136,0,1,1,0.395655,44134875.0806,0.0
133.239.237.76-232.228.75.132-80-34357,2182717,1461,1403182822701149,1403182822963844,0,1,1,0.262695,66471520.204,0.0
186.227.112.217-68.142.205.242-80-50932,2182691,1459,1403182857365730,1403182857560255,0,1,1,0.194525,89764955.6612,0.0
133.239.237.118-114.241.0.144-80-53594,2182610,1460,1403182843900886,1403182844067373,0,1,1,0.166487,104878338.849,0.0
186.227.112.217-68.142.205.242-80-50423,2182635,1458,1403182809212240,1403182809388219,0,1,1,0.175979,99222520.869,0.0
186.227.112.217-68.142.205.242-80-50244,2182635,1458,1403182802943532,1403182803127633,0,1,1,0.184101,94845112.1939,0.0
186.227.112.217-68.142.205.242-80-50797,2182467,1456,1403182842664312,1403182842868117,0,1,1,0.203805,85668830.4997,0.0
186.227.112.217-68.142.205.242-80-50633,2182523,1456,1403182829211731,1403182829389947,0,1,1,0.178216,97972033.9363,0.0
133.239.237.47-114.241.0.143-80-56626,2182380,1456,1403182839513766,1403182839690855,0,1,1,0.177089,98589071.0321,0.0
62.91.176.222-68.142.205.243-80-41014,2182424,1455,1403182858858832,1403182859021671,0,1,1,0.162839,107218737.526,0.0
62.91.176.222-68.142.205.243-80-40972,2182424,1455,1403182851048008,1403182851220904,0,1,1,0.172896,100982047.011,0.0
133.239.237.79-114.241.0.47-80-43159,2182293,1460,1403182827112801,1403182827272917,0,1,1,0.160116,109035599.191,0.0
133.239.237.54-90.21.19.108-80-42925,2182192,1456,1403182851326593,1403182851554152,0,1,1,0.227559,76716526.2635,0.0
62.91.176.232-133.254.181.142-80-43667,2182137,1455,1403182843819269,1403182843992494,0,1,1,0.173225,100777001.01,0.0
133.239.237.68-133.254.181.147-80-49396,2182134,1457,1403182838076830,1403182838241709,0,1,1,0.164879,105878080.289,0.0
133.239.237.123-133.254.181.147-80-39165,2182133,1457,1403182839246158,1403182839426801,0,1,1,0.180643,96638474.7818,0.0
62.91.176.195-90.21.19.114-80-39353,2182104,1455,1403182810834811,1403182811012113,0,1,1,0.177302,98458178.7007,0.0
133.239.237.122-90.21.19.125-80-38919,2182086,1455,1403182854506615,1403182854702306,0,1,1,0.195691,89205369.69,0.0
57.25.128.70-32.193.51.75-80-60459,2157973,1499,1403182818268244,1403182825842437,0,1,1,7.574193,2279290.21613,0.0
57.25.128.70-32.193.85.167-80-22773,2157937,1442,1403182841735030,1403182858196701,0,1,1,16.461671,1048708.60315,0.0
57.25.128.70-32.193.50.134-80-48367,2135772,1484,1403182831110782,1403182838258623,0,1,1,7.147841,2390396.76456,0.0
57.25.129.163-32.193.93.112-80-65345,2107253,1405,1403182816643127,1403182823114608,0,1,1,6.471481,2604971.56679,0.0
51.194.37.9-127.8.118.158-80-36847,2106631,1405,1403182842743600,1403182846036481,0,1,1,3.292881,5118025.21865,0.0
188.243.135.158-232.176.15.200-17705-20,2103170,1483,1403182822421927,1403182829060256,0,1,1,6.638329,2534577.60229,0.0
133.254.181.50-63.147.202.241-443-41557,2089262,1669,1403182809242903,1403182855417007,0,1,1,46.174104,361979.866464,0.0
133.239.237.9-232.228.75.132-80-48971,2087514,1404,1403182808539725,1403182809818823,0,1,1,1.279098,13056163.0149,0.0
63.105.65.246-148.72.9.72-80-3635,2081581,1389,1403182818435586,1403182841413739,0,1,1,22.978153,724716.560117,0.0
51.194.37.54-127.8.118.146-80-44965,2072688,1381,1403182836654823,1403182836751345,0,1,1,0.096522,171789892.46,0.0
57.25.128.70-32.216.74.253-80-53102,2071355,1381,1403182844121619,1403182850148777,0,1,1,6.027158,2749362.13718,0.0
134.99.146.81-201.96.35.85-49962-443,2071140,1518,1403182813356781,1403182818129553,1,0,1,4.772772,3471592.60907,50.856
189.229.171.169-249.111.72.153-1935-1636,2069882,1421,1403182810623887,1403182842074342,0,1,1,31.450455,526512.446322,0.0
47.138.100.255-149.196.119.36-80-50428,2052173,1372,1403182810415860,1403182850373151,0,1,1,39.957291,410873.299694,0.0
63.12.32.6-209.209.116.143-80-60654,2049716,1370,1403182832257800,1403182847828659,0,1,1,15.570859,1053103.62132,0.0
90.39.97.103-183.100.219.93-9050-53371,2046842,1369,1403182803700908,1403182822278119,0,1,1,18.577211,881442.106676,0.0
33.96.235.92-187.187.160.108-80-36663,2046706,1364,1403182815534612,1403182822448631,0,1,1,6.914019,2368180.93789,0.0
63.27.117.255-205.174.95.4-80-54683,2018327,1405,1403182831916884,1403182852284608,0,1,1,20.367724,792755.047152,0.0
162.70.151.248-189.61.217.59-80-58751,2005787,1439,1403182807594273,1403182823018450,0,1,1,15.424177,1040334.01588,0.0
57.25.129.163-155.254.237.249-80-4529,1998244,1335,1403182804101140,1403182833597011,0,1,1,29.495871,541972.535749,0.0
190.172.74.64-68.142.4.162-80-57182,1996335,1687,1403182801898567,1403182819593665,0,1,1,17.695098,902548.265062,0.0
184.16.231.66-201.127.189.9-50214-443,1989460,1349,1403182813585100,1403182835747832,1,0,1,22.162732,718128.071936,66.268
62.239.96.203-70.136.64.255-80-37117,1980458,1320,1403182843256826,1403182853910678,0,1,1,10.653852,1487130.10092,0.0
51.194.37.7-232.228.75.159-80-35576,1961510,1309,1403182837396735,1403182839509631,0,1,1,2.112896,7426811.35276,0.0
57.25.129.163-70.105.22.23-80-14645,1906601,1273,1403182819768279,1403182829317428,0,1,1,9.549149,1597295.00503,0.0
62.91.176.220-127.8.118.157-80-57045,1902892,1283,1403182811131480,1403182811255392,0,1,1,0.123912,122854412.809,0.0
57.25.128.70-32.193.81.20-80-9173,1875700,1302,1403182808140636,1403182819014436,0,1,1,10.8738,1379977.56074,0.0
68.142.144.78-232.228.73.156-80-60430,1857989,1476,1403182817599481,1403182848425393,0,1,1,30.825912,482188.880576,0.0
57.25.128.70-155.115.204.105-80-40491,1855674,1241,1403182803479066,1403182826230165,0,1,1,22.751099,652513.181891,0.0
99.109.25.219-232.47.19.47-50714-80,1852754,1239,1403182838698410,1403182840262668,1,0,1,1.564258,9475439.47354,35.849
183.215.110.230-229.150.39.155-80-54052,1852758,1238,1403182800081056,1403182808044913,0,1,1,7.963857,1861166.51768,0.0
185.192.54.247-52.57.210.135-80-51870,1848362,1285,1403182844007820,1403182847772039,0,1,1,3.764219,3928277.28674,0.0
63.127.162.45-43.180.253.126-35502-25,1847553,1311,1403182804931075,1403182851720772,1,0,1,46.789697,315890.568815,165.812
184.4.130.219-201.96.32.229-59233-443,1839705,1321,1403182804569569,1403182810288181,1,0,1,5.718612,2573638.49829,45.272
99.109.25.219-232.47.19.32-56752-80,1839499,1230,1403182857077975,1403182858403392,1,0,1,1.325417,11102914.7808,34.789
68.142.144.192-205.98.58.54-80-56371,1836181,1268,1403182845523422,1403182849407395,0,1,1,3.883973,3782067.48605,0.0
133.254.181.90-47.54.91.221-80-1146,1813812,1210,1403182833016335,1403182847806647,0,1,1,14.790312,981081.129323,0.0
99.109.25.219-232.47.19.47-50791-80,1806911,1209,1403182851135807,1403182852664698,1,0,1,1.528891,9454753.80521,35.255
51.194.37.118-232.228.75.132-80-35850,1806255,1214,1403182833572286,1403182835377287,0,1,1,1.805001,8005557.89166,0.0
181.143.223.43-127.10.134.146-80-33467,1799507,1230,1403182807507012,1403182816259446,0,1,1,8.752434,1644806.00482,0.0
99.109.25.253-90.21.98.211-62694-80,1777217,1189,1403182834167343,1403182835168612,1,0,1,1.001269,14199716.5597,31.252
133.239.19.65-232.47.19.45-49045-80,1777185,1192,1403182801418916,1403182803725686,1,0,1,2.30677,6163371.29406,32.21
51.194.37.42-127.8.118.156-80-63506,1776934,1185,1403182824978874,1403182825070283,0,1,1,0.091409,155515014.933,0.0
133.239.237.91-232.228.75.145-80-37390,1776304,1196,1403182814920276,1403182817993881,0,1,1,3.073605,4623376.13324,0.0
135.132.202.2-201.127.191.104-57639-443,1776050,1396,1403182850465885,1403182858239801,1,0,1,7.773916,1827701.76575,67.296
47.138.101.91-68.142.205.239-80-40508,1744984,1354,1403182812069378,1403182845194858,0,1,1,33.12548,421423.991441,0.0
62.209.223.158-232.47.19.33-45156-80,1744958,1167,1403182836285227,1403182837381637,1,0,1,1.09641,12732156.7662,28.675
185.199.100.124-170.117.120.221-80-51727,1742347,1178,1403182833119198,1403182858232782,0,1,1,25.113584,555029.341889,0.0
133.239.19.60-232.47.19.47-49769-80,1740874,1166,1403182807487277,1403182808561320,1,0,1,1.074043,12966884.9385,30.646
133.239.237.91-232.228.75.147-80-55020,1738897,1170,1403182832609386,1403182834344604,0,1,1,1.735218,8016961.55757,0.0
51.194.37.7-127.8.118.142-80-60350,1737574,1159,1403182812427561,1403182812546720,0,1,1,0.119159,116655829.606,0.0
62.209.223.158-232.47.19.33-45242-80,1736571,1162,1403182855367863,1403182856535479,1,0,1,1.167616,11898233.6659,34.501
51.194.37.52-90.21.18.162-80-64716,1730704,1235,1403182813273099,1403182818930043,0,1,1,5.656944,2447546.23698,0.0
133.239.19.65-232.47.19.45-49418-80,1728299,1159,1403182842852533,1403182843990189,1,0,1,1.137656,12153403.1377,30.112
62.209.223.144-232.47.19.44-55469-80,1722122,1152,1403182816523157,1403182817619868,1,0,1,1.096711,12562084.2683,27.646
99.109.25.239-232.47.19.47-50400-80,1720127,1151,1403182823930368,1403182824968865,1,0,1,1.038497,13250896.2472,28.764
99.109.25.178-232.47.19.45-53193-80,1716425,1148,1403182852751942,1403182853906171,1,0,1,1.154229,11896599.375,34.878
133.239.19.65-232.47.19.45-49363-80,1716074,1151,1403182834870497,1403182836582421,1,0,1,1.711924,8019393.38429,31.799
99.109.25.219-232.47.19.45-49081-80,1715192,1147,1403182806491196,1403182807470483,1,0,1,0.979287,14011761.6184,28.358
99.109.25.225-232.47.19.45-40459-80,1715151,1147,1403182855974635,1403182857016992,1,0,1,1.042357,13163635.8752,29.192
99.109.25.225-232.47.19.32-40638-80,1714520,1147,1403182822938564,1403182823837631,1,0,1,0.899067,15255993.1574,30.638
62.209.223.158-232.47.19.33-45106-80,1714297,1147,1403182823585831,1403182824689873,1,0,1,1.104042,12421969.4541,30.354
99.109.25.179-90.36.22.214-53591-80,1714196,1147,1403182819397493,1403182819946015,1,0,1,0.548522,25000944.3559,9.5
62.209.223.144-232.47.19.46-55888-80,1712473,1146,1403182834644616,1403182835730776,1,0,1,1.08616,12613044.1187,29.703
133.239.19.65-232.47.19.32-40440-80,1712047,1148,1403182811714671,1403182812788566,1,0,1,1.073895,12753924.7319,30.127
133.239.237.118-232.228.75.144-80-62327,1710749,1150,1403182839728227,1403182840370909,0,1,1,0.642682,21295122.6267,0.0
133.239.19.65-232.47.19.45-49194-80,1710608,1146,1403182814204046,1403182815487135,1,0,1,1.283089,10665561.0016,37.077
99.109.25.239-232.255.207.252-52858-80,1710121,1144,1403182817378343,1403182818369071,1,0,1,0.990728,13809005.0952,28.401
133.239.19.60-232.47.19.47-49860-80,1709697,1145,1403182831964702,1403182833037258,1,0,1,1.072556,12752318.76,33.836
62.209.223.142-90.21.228.161-48389-80,1709601,1144,1403182838041524,1403182839108056,1,0,1,1.066532,12823626.4828,29.601
62.209.223.48-232.47.19.44-61351-80,1709535,1144,1403182842392109,1403182843547947,1,0,1,1.155838,11832350.2082,28.23
133.239.19.60-232.47.19.32-38679-80,1709165,1145,1403182854421189,1403182855385792,1,0,1,0.964603,14175075.1345,30.671
133.239.19.65-232.47.19.32-40762-80,1708949,1145,1403182851120530,1403182852185112,1,0,1,1.064582,12842216.0059,30.077
133.239.19.64-232.204.253.233-35775-80,1708857,1149,1403182855201102,1403182855594474,1,0,1,0.393372,34752997.163,12.31
99.109.25.225-232.47.19.45-40415-80,1708610,1143,1403182842240451,1403182843473829,1,0,1,1.233378,11082474.3104,34.855
99.109.25.225-232.47.19.32-40748-80,1708586,1143,1403182858141179,1403182859101539,1,0,1,0.96036,14232879.3369,29.055
133.239.19.60-232.47.19.32-38589-80,1708201,1144,1403182832111935,1403182833175390,1,0,1,1.063455,12850198.645,33.652
133.239.19.60-232.47.19.47-49925-80,1708105,1145,1403182848113647,1403182849058445,1,0,1,0.944798,14463239.7613,30.134
62.209.223.48-232.255.207.255-51395-80,1708017,1143,1403182804185801,1403182805239327,1,0,1,1.053526,12969908.6686,27.934
62.209.223.157-232.47.19.44-45335-80,1707499,1142,1403182828149323,1403182829112151,1,0,1,0.962828,14187364.7214,27.207
133.239.19.65-232.47.19.47-47245-80,1707131,1147,1403182831234696,1403182832404245,1,0,1,1.169549,11677191.8064,37.226
99.109.25.247-90.36.22.215-38827-80,1706924,1142,1403182834811880,1403182835310147,1,0,1,0.498267,27405772.4072,10.44
62.209.223.143-232.255.207.242-57989-80,1706634,1142,1403182827383427,1403182828469514,1,0,1,1.086087,12570882.4431,29.861
62.209.223.144-232.47.19.33-45164-80,1706323,1141,1403182821645664,1403182822905868,1,0,1,1.260204,10832043.066,29.748
62.209.223.142-90.21.228.170-51385-80,1705801,1141,1403182807904201,1403182808973227,1,0,1,1.069026,12765272.3133,28.211
62.209.223.131-90.95.207.41-38819-80,1705599,1141,1403182804756655,1403182805120469,1,0,1,0.363814,37504856.8774,10.877
133.239.19.65-232.47.19.32-40535-80,1705520,1143,1403182822742934,1403182823791759,1,0,1,1.048825,13008995.781,31.946
99.109.25.239-232.47.19.32-45472-80,1705397,1141,1403182804148549,1403182805068938,1,0,1,0.920389,14823271.4646,29.198
99.109.25.236-250.22.195.244-80-61105,1705162,1174,1403182806660847,1403182852978584,0,1,1,46.317737,294515.597772,0.0
99.109.25.239-232.47.19.45-47423-80,1705142,1141,1403182820683838,1403182821731539,1,0,1,1.047701,13020065.8394,30.741
99.109.25.245-232.47.19.32-40725-80,1705108,1141,1403182831075147,1403182832021534,1,0,1,0.946387,14413621.4889,28.939
133.239.19.65-232.47.19.45-49128-80,1705061,1144,1403182807366796,1403182808560319,1,0,1,1.193523,11428760.0658,31.689
99.109.25.237-90.21.228.170-53788-80,1705047,1141,1403182832658820,1403182833669320,1,0,1,1.0105,13498640.2771,29.661
133.239.19.65-232.47.19.45-49272-80,1705036,1141,1403182823508325,1403182824922159,1,0,1,1.413834,9647729.50714,39.392
133.239.19.65-232.47.19.45-49519-80,1705007,1144,1403182854471330,1403182855603020,1,0,1,1.13169,12052820.1186,30.08
133.239.19.65-232.47.19.32-40608-80,1704999,1143,1403182831467701,1403182832614892,1,0,1,1.147191,11889904.994,31.475
133.239.19.65-232.47.19.32-40372-80,1704713,1144,1403182804711175,1403182806408626,1,0,1,1.697451,8034225.43567,33.645
190.172.74.64-68.142.4.157-80-65401,1704679,1488,1403182826012070,1403182854989034,0,1,1,28.976964,470630.118462,0.0
99.109.25.247-232.47.19.45-33188-80,1704640,1140,1403182848176666,1403182849222560,1,0,1,1.045894,13038720.9411,29.146
133.239.19.60-232.47.19.47-49785-80,1704566,1143,1403182812809438,1403182813787349,1,0,1,0.977911,13944549.1461,31.711
99.109.25.237-232.255.207.252-47148-80,1704360,1140,1403182818677510,1403182819709673,1,0,1,1.032163,13210006.559,30.847
133.239.19.64-90.21.228.170-45356-80,1704311,1145,1403182814360635,1403182815448576,1,0,1,1.087941,12532378.1345,32.007
99.109.25.253-77.160.47.224-80-38133,1704034,1142,1403182810170220,1403182815701268,0,1,1,5.531048,2464681.55764,0.0
133.239.19.65-232.47.19.47-47083-80,1703934,1144,1403182811764828,1403182812612130,1,0,1,0.847302,16088091.3771,32.032
133.239.19.61-90.20.192.246-34611-80,1703882,1143,1403182806994817,1403182807842281,1,0,1,0.847464,16084525.1244,30.022
99.109.25.226-232.47.19.45-53751-80,1703838,1140,1403182836953697,1403182838028450,1,0,1,1.074753,12682638.7086,35.266
99.109.25.237-90.21.228.161-51485-80,1703757,1140,1403182800850901,1403182801914886,1,0,1,1.063985,12810383.605,29.827
99.109.25.245-232.47.19.47-52802-80,1703742,1140,1403182824471592,1403182825533157,1,0,1,1.061565,12839473.7958,29.43
133.239.19.65-232.47.19.47-47342-80,1703727,1142,1403182843961425,1403182844797826,1,0,1,0.836401,16295791.1337,30.343
133.239.19.60-232.47.19.32-38503-80,1703720,1142,1403182809609504,1403182810936128,1,0,1,1.326624,10274018.8629,36.78
62.209.223.144-232.47.19.46-55946-80,1703706,1140,1403182847413982,1403182848777424,1,0,1,1.363442,9996500.03447,34.596
99.109.25.176-232.204.253.244-48739-80,1703664,1140,1403182839649677,1403182840162336,1,0,1,0.512659,26585531.5132,9.967
99.109.25.239-232.255.207.242-35946-80,1703663,1140,1403182829950221,1403182830854852,1,0,1,0.904631,15066147.4126,28.376
99.109.25.176-232.204.253.244-48581-80,1703654,1140,1403182803321105,1403182803844257,1,0,1,0.523152,26052145.4568,10.471
99.109.25.247-90.36.22.218-62721-80,1703630,1140,1403182838073104,1403182838707171,1,0,1,0.634067,21494637.0021,10.436
99.109.25.239-90.21.228.160-62075-80,1703549,1140,1403182827149466,1403182828239572,1,0,1,1.090106,12501896.1459,28.185
184.128.96.13-201.127.191.121-54979-443,1693195,1298,1403182852202454,1403182854832209,1,0,1,2.629755,5150882.87692,47.0
50.70.71.242-144.92.110.19-80-14875,1690583,1158,1403182833177527,1403182852333903,0,1,1,19.156376,706013.705306,0.0
141.51.41.141-187.187.162.177-80-38192,1665584,1128,1403182846208080,1403182846342947,0,1,1,0.134867,98798609.0,0.0
133.239.237.122-232.228.75.147-80-59451,1661064,1115,1403182852553154,1403182854763240,0,1,1,2.210086,6012667.38036,0.0
47.117.158.74-127.8.118.158-80-51957,1657635,1109,1403182840134088,1403182840262938,0,1,1,0.12885,102918742.724,0.0
62.91.176.220-127.8.118.143-80-48318,1657561,1109,1403182832908985,1403182833016664,0,1,1,0.107679,123148320.471,0.0
47.117.158.88-127.8.118.142-80-36679,1633633,1104,1403182830126023,1403182830273411,0,1,1,0.147388,88671153.6896,0.0
63.105.67.115-205.98.60.180-80-36865,1626628,1085,1403182842562193,1403182847537915,0,1,1,4.975722,2615303.66849,0.0
183.229.167.174-77.141.180.181-80-57703,1609551,1075,1403182835421014,1403182836880573,0,1,1,1.459559,8822122.29858,0.0
51.194.37.104-232.228.75.158-80-39570,1606680,1081,1403182838704240,1403182841122138,0,1,1,2.417898,5315956.25622,0.0
63.127.162.58-168.15.50.151-35134-25,1598990,1141,1403182827275468,1403182858357272,1,0,1,31.081804,411556.549292,167.158
187.119.43.4-44.159.72.113-80-59054,1592933,1067,1403182825475241,1403182834664683,0,1,1,9.189442,1386750.57746,0.0
246.27.150.13-187.187.162.192-80-15722,1582339,1057,1403182845583374,1403182845891078,0,1,1,0.307704,41139250.7085,0.0
133.239.237.122-232.228.75.146-80-45746,1569334,1055,1403182806022438,1403182807343162,0,1,1,1.320724,9505901.30868,0.0
133.239.237.117-232.228.75.144-80-35798,1547773,1044,1403182808853758,1403182811789963,0,1,1,2.936205,4217070.67456,0.0
133.239.237.122-232.228.75.147-80-59365,1544728,1039,1403182850641852,1403182852761269,0,1,1,2.119417,5830765.72473,0.0
133.239.237.70-232.228.75.145-80-63348,1538309,1035,1403182850853727,1403182855030225,0,1,1,4.176498,2946600.71668,0.0
88.116.19.194-78.27.48.98-51433-443,1534288,1040,1403182823512478,1403182850465449,1,0,1,26.952971,455397.069214,127.364
186.233.170.213-144.93.78.166-80-16335,1522548,1029,1403182834515149,1403182858472976,0,1,1,23.957827,508409.381201,0.0
62.118.124.190-191.128.193.55-22-51326,1521717,14947,1403182813370973,1403182855917651,0,1,1,42.546678,286126.592539,0.0
